word,word_vec_idf
musky,"[-0.15855399  0.52302246  0.26530069  0.07414963  0.09449476 -0.63736353
 -0.85079119 -1.46238255  1.27151763 -0.09041143 -0.54195041  0.77956486
  0.32252923  0.05235831  0.07155501  0.14067007  0.19931386 -0.06814063
 -0.45276282  0.57675155 -0.37583297 -0.18342134  0.42086178 -0.4702214
 -0.43646429 -0.37853973  0.7880718   0.50009237 -0.47834166 -0.06750648
  1.54957873  0.03184691  0.30315659  0.03959016 -1.23950058 -0.63173735
  0.03671714 -0.74890119  0.01285399  0.13115583  0.76935652  0.25824379
  0.50173576 -0.87261924  0.65820555  0.76442636  0.14942836  1.14288875
  0.26823945  0.32898677 -1.00335552 -1.85522941 -0.64826789  1.27010625
 -0.11812473 -0.60480514  0.52804929  0.81637673 -0.94359423  1.68095304
  0.90049882 -0.8736246  -0.83232725  1.16429145  1.14909496 -0.4610571
 -1.01134045 -0.67651482  0.28422864  0.18933753 -0.95353189  0.23763378
 -0.00618726 -0.26414065  1.27086028 -0.13754184  0.36676534  0.56501583
  1.59170745  0.59250873 -0.25035553 -0.07851717  0.88810574 -0.33024348
  0.32676337  0.24252527 -0.46703129  0.58792658 -0.26085387  0.65101331
 -1.56318985  0.42449656  1.18838157 -0.4855919  -0.32452062  0.53257344
 -0.05879846  1.46731271 -2.35139699 -0.55571619]"
mustard,"[-1.08962407e+00  5.34339099e-01 -1.37420617e-01  5.00737950e-02
 -1.61493358e+00 -3.57950386e-01 -1.75252509e+00  9.95517757e-02
  1.86933238e+00 -9.71731377e-01 -2.10932080e+00  1.35483066e+00
 -1.25769910e+00  1.05193536e+00 -2.92179889e-01 -2.43129140e-01
 -5.65954201e-01 -2.66361274e-01  6.08631124e-01 -3.46819284e-01
  4.30902984e-01 -2.10493302e-01 -1.67804832e-01 -1.57361918e+00
  9.72031593e-01  7.37793480e-01  1.62932088e-01  2.58301617e-01
  1.81513177e-03  1.93792030e-01 -5.68956365e-01 -9.46005136e-02
 -4.35660260e-01 -7.50310196e-01 -6.24311660e-01  3.89796424e-01
  1.54362063e+00  6.90705684e-01  2.50865487e-01  3.98571981e-01
  1.18763319e+00  4.89052602e-01 -8.85754004e-01  1.95618731e-01
  1.35286771e+00 -4.22035052e-01 -9.04944763e-01  1.18853384e-02
 -9.63417691e-01  5.17319135e-01  3.48482021e-01 -9.37645263e-01
  7.26246693e-01  3.62984785e-01  5.01430757e-01  2.34584518e-01
  1.27171689e+00  4.32819751e-01  2.29538572e+00  5.76069186e-01
  2.76891944e-01  1.98660155e-01  2.26862027e-01 -2.49941744e-01
  5.94082173e-01 -9.76488653e-01  1.89658280e-01  8.28966907e-01
 -1.52205123e-01 -2.03308891e+00 -1.13477200e-01  4.20279940e-01
 -4.53349937e-01 -9.77227647e-01  1.02801042e+00 -4.94294843e-01
 -6.34126429e-02 -1.20028847e+00  1.51600071e+00 -2.84512823e-01
  9.92238470e-01  9.40647427e-02  3.15065620e-01  6.22695110e-01
 -7.02829810e-01  3.12848637e-01  3.22594125e-01  7.41234422e-01
 -1.08207247e+00  1.81801846e-01 -1.38843181e-01 -8.64738852e-01
  1.79150704e+00  2.74651867e-02 -1.89448129e+00  1.61243947e+00
 -1.63962061e+00 -7.93841582e-01 -1.83016568e+00  1.15795795e-01]"
nectar,"[ 0.51162304 -0.39543624 -0.03692379 -0.51795035 -1.15504437  1.2126932
 -0.68365972  1.72613585  0.41768522  0.50399304  1.21070816  0.2547673
 -0.58453185 -0.12375062  1.6976216  -0.18607876  0.45260949  0.12809289
 -1.10961593  2.17527152  1.01263852 -0.43203539 -0.63494356 -1.56038512
 -0.04220275 -0.35257181 -0.07319623  2.26976763  0.67791138  0.91913493
  1.60653727 -0.52078316  0.58341527 -0.68341159 -0.06546285 -0.03761855
 -0.67363114 -0.46667018  0.27238452  0.35197217 -0.14724231 -0.23150513
 -0.84200791 -0.02941166 -0.37639228 -1.42054329  0.60667744 -0.52787554
  0.42161394 -0.17496048 -0.4653675  -0.41388056 -0.88969019 -0.70818322
 -0.09691951 -2.75320726  0.38098268  1.36467272 -0.53190765  0.60312091
 -0.11024615 -1.6550053  -0.34833293 -0.75929796  1.49128097  0.07421563
 -1.32900406  0.20733315 -0.18777018 -0.49913383  0.46726983 -0.93755857
 -0.09209339 -0.57717067 -0.60897264 -0.5787008   0.56575669  1.57190248
 -0.05678451  0.55678266  0.64590263  1.48458146  0.55049671  0.18242712
  1.11588121  0.16890404  0.18938096  0.22941671 -0.54518259 -0.42014584
  0.0461294  -0.38480801  0.48552805  0.11583528  0.28650725 -1.72106987
  0.21492179 -0.18132915 -0.99801954  1.06011403]"
nectarine,"[ 0.07504878  0.46244437 -0.11726361  0.37469395 -0.26602729 -0.22986909
 -0.64943343  0.16911423 -0.79418845  0.11088573  0.20352301  0.91189902
  0.07011304  0.50354355  0.27061909 -0.27079368  0.66163748 -0.62170807
 -1.23397065  0.19901851  0.45851603  0.5837341   0.42171183  0.16790779
  0.22094739 -0.07282621  0.34244663  0.73985512 -0.13210227  0.44706273
  0.25523745  0.21756029  0.01120415  0.23348316 -0.01322664 -0.17033987
  1.69004238 -0.39114061  0.25427719 -0.10480815  0.64426548 -0.26848905
  0.58534035 -0.59270818  0.55990216 -1.42495789  0.20259767  0.45495433
  0.01398175  0.31641482 -0.75851911 -0.98866755 -0.0074106   0.52503595
 -0.23350062  0.44624214 -0.47798314  1.17542964 -0.30932634 -0.27748059
 -0.26187198 -1.29343702  0.83078313  0.40470648  0.79607405 -0.05602164
 -0.26573048  0.11167839  0.95802648 -0.79975797  0.09407942  0.47209936
  0.9179574  -0.05921844 -0.16409119 -1.06159503  0.60688512  0.02734999
 -0.29652868  0.04010924  0.83638757  0.65529975  0.18265915 -0.12998271
 -0.18784456  0.48236543  0.08396175  0.81999329 -0.41691053  0.85536582
 -0.22333931  0.51719672  0.73728861 -0.47101688  0.69652115 -0.65770913
 -1.02101962 -0.03489066  0.51560793 -0.15744968]"
nervy,"[ 0.1464626  -0.19035371  0.53706989 -0.49587253  0.27294965  1.38891189
  0.79286862 -0.44459558 -0.50042396  0.77259225  0.2321625   0.49671249
 -1.79924469  0.21278469 -0.79808422  0.64390175 -0.53355376 -0.91728115
 -0.58020113  0.30731009 -0.09928976  1.57833383  0.177303   -1.19781002
  0.57736869  0.02316937  0.02844748  0.80941398 -0.69357691 -0.50267038
  1.13252714  0.928943    0.83105774 -0.88917162  0.28168138  1.42880047
  0.05147815 -0.29855882 -0.11418058  0.56416366  1.2131638   0.48839097
  0.0786188   0.18196383 -0.83736725 -1.11006295  0.50157648 -0.21815656
  0.01769553 -0.99655043 -0.95363407 -0.28289249  0.03832976  0.55502171
 -0.31303357 -1.04214297  0.4926494  -0.63477934  0.08263891  0.1623985
  0.76251267 -0.23483866  1.24525829 -0.19780206  0.18644104 -0.40265591
 -0.96603821 -0.2358349  -0.29775792 -0.78503546 -1.79447838 -0.11018782
 -0.70687962  0.66243959 -0.60819346  1.1131884  -0.28343945 -0.98051296
 -0.80865215  0.36649834  0.23079511  0.46520403  0.45289756  0.79626755
  0.37460498  0.5749074  -0.25349371  0.26224497 -0.97926278  0.36472074
 -0.34942556  0.06365179  2.55896399 -0.02305998  0.62510997 -1.86730142
 -0.95785343 -0.44225149 -0.61190494  1.27018377]"
nettle,"[-0.11741337  0.38482473 -0.47815309 -0.38515936 -0.06945083 -0.89245875
 -1.14381622  0.24565203 -0.34600763  0.97700307 -0.79570042 -0.36315743
 -0.50547565  0.36232085  0.29992905 -1.42552466  0.13520399 -0.32460803
  1.13628704 -0.65681216 -0.1752793   0.17519564 -0.19823493 -1.11184231
 -0.7356845  -0.62135809 -0.04582928  1.75697587 -0.1466383   0.29318625
  0.83612375 -0.01050772 -0.83189068  0.16984156 -1.04904895  0.27466447
  1.42038808 -0.89898404 -0.59597639  0.70933237  1.00870928  1.2299333
  0.28212672  0.60302035  1.19603527 -1.60629189 -0.16239269  0.45444454
  0.6218935  -0.18133611 -0.28978975  0.69358802  1.56454677  0.44363599
 -0.70954988  0.10757357  1.29915156  0.33017962  1.55238297  0.7888907
 -0.48641846 -0.08573058  1.19217029 -0.0628034   0.39842745 -0.05104616
  0.62483824  1.02736491  0.45608423  0.00394429 -0.23467616  0.37833291
  0.05260889  0.24115125  0.41035702 -1.89668398  1.02907153  0.91692021
  0.1095847  -1.08359952  0.08765805  0.24628783 -1.14637614  0.2566279
  1.6646514  -0.06313468  0.05701597  0.9488774   0.02157863 -0.27638781
 -0.38644769 -0.23462597  0.46439979 -0.7313343  -0.71831719  0.8173008
 -1.51679504 -0.12714442 -1.41751026  0.39079788]"
neutral_oak,"[ 0.29321361  0.52887351  1.36356418 -0.10123019 -0.23267083 -0.14299518
 -1.11305417  0.99665212 -0.03939278 -1.87596929  0.23811588  1.1673142
  0.51331896  0.06859611 -0.49496574  0.14392236 -0.28173333  0.62604656
 -0.38233334 -0.23714491  0.24508401  0.4569266  -0.73089218 -0.58675087
  0.34930135  1.19693828  0.49032032  1.21460611 -3.06140824  0.51451839
 -0.13654871  0.83550933  0.71347185  0.99834655 -0.59314785 -1.08520068
  0.5735952  -0.05767175 -0.91651861 -0.40666468  0.64683672 -0.55044425
 -0.55606064 -0.30290426  0.45353773 -0.63766011  0.89489075  0.19880115
 -0.16000618  0.05058178 -0.30935835 -0.43074852 -0.32767349  0.4140707
  0.11383755 -1.54804829  0.75958336 -1.04215439 -0.30488428 -0.11270666
 -0.62937832 -0.11900463  0.58467567  1.01997441 -0.56860708 -1.0723877
  0.82313424  0.54448516 -1.45932838 -0.32795907 -0.8589649  -1.27050346
 -0.66802669 -0.42067709 -0.63204372  0.41995363 -0.31074817  1.52426907
  0.88721819 -0.79651826  0.38735953 -1.09603365  0.0858546   0.29896327
  0.42848292  0.13794043  0.55497544  0.1510942   0.82797004  1.19676693
 -0.0951245  -0.98279201  0.56169607 -0.49334746  0.54014436 -1.64432654
  0.56359993 -1.10865625 -0.54922578  0.46277146]"
new_oak,"[-0.30412996  0.35126903  0.17793318  0.51590279 -0.99627477  0.42403824
 -0.28365541  0.54414355  0.65401979 -1.48671162 -0.15518624  0.34016976
 -0.11464105 -0.08562532  0.02830807 -0.51912092  0.07054771  0.33864279
  0.11773604 -0.26920665  0.37803208 -0.41868563 -0.82346433 -0.85252604
 -0.78594681  0.01228949  0.12637738  0.4714236  -0.85947129 -0.10265187
 -0.12037787  0.03276584  0.02835405  0.08394072 -0.16506065 -0.14744466
 -0.49316242  0.37182568 -0.11536513 -0.7242933  -0.18187375  0.04986135
 -0.63615587  0.46278718  0.57144842 -0.59668449  1.44525354  0.21006525
  0.7195482  -0.40065752 -0.38611025  0.02429854  1.13759349 -0.02010184
  0.03315333 -0.73087734 -0.66503697 -0.71140435 -0.99881972 -0.14249268
  0.06207712 -0.80123294  1.7507627  -0.05596431 -0.16018912 -0.34890469
  0.90503414  0.66116208 -0.18325295  0.45628524  0.08994024 -0.46799202
 -0.06476492  0.36483116 -0.46855027 -1.12940038  0.69060142 -0.5256557
  0.49881057  0.0312438   0.25564452  0.16028271  0.06613098  0.20006605
 -0.18238274  0.42200228  0.66569373 -0.05796744  1.21817815  0.54100751
 -0.29940127  0.15284653  0.71220889  0.23924189  0.0417799  -0.87707251
 -0.20201992  0.6218713   0.59257973  0.62848818]"
new_wood,"[ 5.61906125e-01 -1.38148470e+00  8.54751763e-01 -1.81574386e-01
 -1.04736822e+00  1.34818549e+00 -7.23529816e-01 -3.75416142e-01
  5.17824316e-01 -1.13311008e+00 -8.14086365e-01 -4.76755292e-01
 -3.68251767e-01 -1.58293770e+00 -2.22499257e-01 -5.60190712e-01
  1.33369817e-01 -2.06786644e-01 -9.61943501e-01  1.28318716e-01
  4.68942231e-01  1.50495124e-01 -1.61335386e-01 -3.26116015e-01
 -6.34501283e-01  1.02156494e+00 -1.19369734e-01 -1.08713988e-01
 -3.02114638e-01 -3.12335044e-01 -9.83811422e-01 -3.34635423e-01
  2.13086104e-01  9.58527088e-02  9.46778666e-02 -3.25049287e-01
 -5.47908926e-02 -5.41566219e-03 -5.77085375e-01 -2.09150743e-01
  1.76687619e+00 -2.04811756e-01 -5.22783159e-01  7.50789039e-01
  1.28895326e+00  5.25003106e-02  1.60629039e+00  1.50451879e-01
  2.52756850e-02 -3.18922810e-01 -3.88548427e-01 -7.23515401e-01
  9.20759155e-01  1.52628580e-01  1.36492159e-01 -8.03592069e-01
 -8.63934272e-01 -8.30173775e-01 -9.46187641e-01  8.53785941e-01
  1.39721173e-01  9.53899796e-01  8.90559223e-01  1.27775262e-01
 -4.29631867e-01 -5.60810567e-01 -2.94532220e-01  8.76518778e-01
 -4.96014055e-01 -1.19769037e+00  7.20315218e-01 -1.22670825e-02
  5.26660859e-02  7.69038735e-01  5.32052160e-02  7.85472110e-02
 -3.22598696e-01 -2.12048207e-02 -7.25980408e-01  3.23362704e-01
  1.41067556e+00  4.51182653e-01 -1.26400048e+00  3.67531005e-01
 -2.02577393e-01 -4.58707409e-01  7.04371960e-01  7.72138012e-03
  6.24554766e-02 -3.63422661e-01 -4.29530960e-01 -2.56692211e-01
  2.44785221e-01 -7.16898805e-01 -1.93567867e-01 -4.96951046e-05
  1.55929671e-01  6.85545654e-01 -3.79250597e-01  3.69116682e-01]"
nut,"[-0.39383939  0.428131   -0.20500373  0.70044788 -0.18429974  0.6757926
 -1.08211083  0.68454189 -0.28034043 -0.12038753 -0.20407638  1.02965535
 -0.7731235  -0.03768851  0.0658294  -0.52967528  0.90831428  0.38579568
 -0.06054152  0.088757    0.15524965 -0.02908839  0.49977848  0.49131142
 -0.17781437  0.13201764  0.51384993  0.0059971  -0.92476457 -0.46459985
  0.03050562 -0.27582466 -0.00398033 -0.07684666 -0.4850216  -0.42853419
  0.16347681  0.20871311  0.21560771 -0.47921561  1.59610188  0.5656603
 -1.41222549 -0.20262488  0.36865996  0.50848746  0.0573704   1.41839435
  0.33965019  0.66375727  0.86716838 -0.87023265 -0.18396307  0.3313444
 -0.1172285  -0.27294183 -0.46163638  0.32624401  0.15444931  0.26895021
  0.58844073 -0.64081556  0.5493108   0.39389987  0.34102105  0.29648833
 -0.00925813  0.63367904  0.53673116 -0.07663297 -0.28437236  0.20156449
  0.99510167  0.23788415 -0.60805609 -1.05812081  0.16773454  0.27429253
  0.58053813 -1.20827007  1.34448898 -0.41456354  0.49475872 -0.45357251
  0.72490156 -0.21788576  0.09880861  0.41946234 -0.14709103 -0.11715996
 -0.25052427 -0.15950939  0.99391225 -0.42143799 -0.13648704  0.49778267
 -0.38212662 -0.53050182  0.24937517  1.041731  ]"
nutmeg,"[-1.09557230e+00  8.96507015e-04  7.66734507e-01 -9.07645447e-02
  1.32009964e-01  9.24509424e-01 -8.89237722e-01 -2.09031247e-02
  7.14891944e-02  8.73077225e-02 -4.00592742e-01 -3.17152205e-02
  5.31361845e-01  1.00783271e-01 -1.99710138e-01 -2.93448839e-01
 -6.31041044e-01  1.30175054e-01 -2.43247729e-01  5.33609073e-01
  1.32678270e+00 -7.24056725e-01  9.84754664e-02  1.10911428e-01
 -6.46126781e-01 -2.89247501e-01 -1.15867054e-01 -6.10132057e-01
 -4.87609302e-01 -4.21873010e-02  5.61631024e-01 -4.03621614e-01
  6.62150490e-02 -7.42562155e-01  3.42751058e-01  1.25629792e-02
  2.16984478e-01  1.32609876e-01  9.53078526e-01  6.37196494e-01
  1.60999200e-01 -4.98395994e-01 -4.66270410e-01  1.90967445e-02
  4.43446394e-01 -3.22408763e-01  5.90161043e-01 -1.15570029e+00
  8.02494738e-01 -7.51863723e-02  3.23678935e-01 -2.21420310e-01
 -6.56718062e-01 -2.83893237e-01  6.74363684e-01 -3.85174806e-01
 -9.42799903e-01  5.81015804e-01  5.65324293e-01  1.47881253e+00
 -2.92999394e-02 -2.38225664e-01  5.75290259e-02  8.96370227e-01
 -5.22372935e-01  3.77495150e-01 -5.93033587e-02  2.25758436e-01
  1.12824503e-01 -9.04284376e-01 -1.05877639e+00 -9.06258028e-01
  9.31817799e-01 -9.78521051e-01 -9.02213019e-01 -1.35984626e-01
  4.99294885e-01  1.59707533e-01  1.59842366e-01 -4.67032513e-01
  2.58528877e+00 -3.59009261e-01 -4.40183029e-01 -8.30516688e-01
  1.19233987e+00 -2.96829451e-01  1.13238775e+00  1.53227701e+00
 -3.91213009e-01 -7.79827051e-01 -5.18327925e-01  7.79045406e-02
  7.21789956e-01 -5.57761884e-01 -8.32588046e-01  4.14408306e-01
 -7.07349076e-01  2.57903561e-01 -1.17395169e+00 -5.43829073e-01]"
oak,"[ 0.21003394  0.15041843  0.1790491   0.00263563 -0.33590697  0.41778123
 -0.40691582  0.27818831  0.40257272 -0.22370778 -0.38187012  0.23291576
 -0.1341111   0.04830197 -0.17168272  0.0746552   0.0919662   0.1502665
 -0.46595429 -0.15830046 -0.01408391 -0.21113889 -0.43971156 -0.42083521
 -0.60439621  0.13922153  0.04110594 -0.06683456 -0.47414939 -0.12654675
  0.32161926  0.17263421  0.02705457  0.52032739 -0.11328573 -0.06793184
  0.19583831  0.04547973  0.47608306 -0.18343823 -0.48765442  0.23452715
 -0.75238374  0.06572653  0.07058067 -0.46095129  0.42362829  0.12501209
  0.21491416  0.17702334 -0.32220243  0.12996291  0.11061388 -0.21835181
  0.03569932 -0.15000868 -0.43868333 -0.38589094 -0.70315176 -0.1915566
  0.15989651 -0.29683446  0.55115876 -0.20486212 -0.13523601 -0.12548783
  0.06204948  0.47177066 -0.47823159 -0.2673229  -0.17737632 -0.29898299
  0.13684127  0.18887094 -0.61318983 -0.08023984  0.31013999 -0.25854463
  0.2283885  -0.13542784  0.33822431 -0.19029818 -0.2056755   0.0998252
 -0.00165467  0.30449243  0.4620409   0.20793145  0.280521    0.39715536
 -0.12442431 -0.29144779  0.46586221 -0.46170327 -0.34858329 -0.26689319
 -0.27309323  0.30162261 -0.14395443 -0.08311426]"
ocean,"[ 0.87741527  0.57537463  0.02609874 -0.35677223  1.50003437 -0.14313364
 -0.65546525 -0.02723261 -1.01529712 -0.36872283 -1.110254   -0.99989093
  0.4748564  -0.32516793 -0.044453   -0.33512076 -0.83463428 -0.75807124
 -0.82916292 -0.43466711  0.08900318  0.00912853 -0.23355865 -0.47780806
 -0.04176951  0.61270226  0.62670462  1.52483546 -0.20659781  0.5679235
 -0.05570708  1.02206433  0.80285    -0.01542041  0.30884384  0.86717447
  0.74061328  0.27336999 -0.83736996  0.47048291  0.0137063   0.84523503
  0.35292068 -0.56862542  0.8506884  -1.15476279 -1.22787023  1.01346134
 -0.86060524 -1.01767284 -0.36011983  0.49744376  0.17160811  0.40468262
  1.00604621 -1.35347753 -0.08012842 -1.13743082  1.74431976  0.43605294
  0.78470812 -0.56682563  1.78636284 -0.87188991 -0.49821767 -0.42897977
 -0.02944095  0.48322542 -0.0299197  -1.99182678  1.12236659 -0.79543487
  1.62027829 -0.16645891 -0.40671638 -1.15200912  1.91551572 -0.90302627
 -0.09039262  0.26347115  1.1452779   0.65627516  0.64545843  1.30995862
  0.91909839 -0.1912816  -0.83727997  0.35598032 -0.72722285  1.46754817
 -0.9190084   0.18057286  0.60026572 -1.21840334 -0.32903747  0.52989396
 -1.01967061  0.34366976 -0.92759339  1.28319576]"
oil,"[ 0.61273456  0.59700581 -0.75099649 -0.00496623 -1.69800142  0.79500609
 -0.86152705  0.30744906  0.25427008  0.16183102  0.2290972  -0.49808293
  0.95157245  1.23802122  0.09135212  0.34926076  0.03386318  1.03430294
  0.62492606  0.71504015 -0.32683527 -0.45824592  0.50388678 -0.24774505
  0.64426075 -0.08387066  0.18814406  0.43375989  0.16774647 -0.35736553
  0.95026744  0.15284365 -0.08743882 -0.96015801  1.11334165  0.42563794
  0.33610768 -0.03748457 -0.33559254  0.16334895  0.83295429  0.31539929
 -0.11044298 -0.33825407  0.70410214 -0.89896011  1.07371069 -0.52626076
  0.42910651  0.06780879 -0.13930765 -1.73600112  0.29156577 -0.61589405
 -2.05641439 -0.83188968 -0.9099668   0.66601657  0.02804217 -0.03132701
  0.72051774 -0.33063009 -0.12756088  0.76643334  1.18800172  1.0981452
 -0.98454101  0.15462602  0.47007682 -0.18112107 -0.74172408  0.0851791
  0.78305499  0.79528083  0.5654281  -0.04992677  0.75003491  0.58972525
 -0.11649581 -1.37260853  0.53299184  0.28849214  0.3331199   0.75135708
 -0.41166064  0.81904567 -0.1826493  -0.30976716 -0.88311116  0.07759805
  0.29421012 -0.33275931  0.0311862  -1.05135388 -0.68025144  0.03145236
  0.11572311  0.15125361  0.34728608  0.73530208]"
oily,"[ 0.25469763  0.34502514  0.11525892  0.06537224 -1.02866285 -0.09020075
 -0.93393604  0.04235714 -0.077829    0.08731659 -0.57029959  0.23044923
 -0.30331372 -0.86037064  0.15282752  0.57799465 -0.07415147  0.76886501
 -0.57874029  0.57997807 -0.80544638 -0.44953482  0.46598377 -1.10248177
  0.62368781  1.11553057 -0.26327255  0.30708669 -0.10292146 -0.3390898
  0.4257189   0.71553644  0.23875572 -1.11479983 -0.18481572 -0.31959862
  0.41349031 -0.13571197 -0.47175506 -0.55210583  1.94896849  0.55314974
  0.54180101  0.62816169  0.54955573 -0.52508364 -0.21134579  1.34453325
 -0.32769633  0.24495949 -0.3083692  -1.38937637  0.09722473 -0.06955233
  0.24385594 -0.18520346  0.05527769  1.03404641 -0.33415362  0.22806317
 -0.00280348 -0.08714957 -0.68049109  0.02415444  0.76550961  0.65615322
 -0.21614775 -0.30477519  0.88266544  0.4401546  -1.41293877  0.2339985
  0.76953609 -1.08501875 -0.12863281  0.53938512  0.26931228  0.08362863
 -0.1345771  -0.77494948  1.29485834 -0.14872647 -0.26695604  0.28406115
 -0.37860901  0.8313352  -0.16632371  0.67149861 -0.14269569  0.80103216
  0.32216364 -0.14148029  1.48456549 -0.26661304 -0.15827074  1.01060332
 -0.98238809  0.16580176 -0.68729138 -0.33009731]"
olallieberry,"[-0.20081507 -2.00125849 -1.00282783  0.5085655  -1.30773986  1.20013257
 -0.78546407  0.73998541  0.02372598 -0.12290107 -0.16238672 -0.61856901
 -0.32892358 -0.68563829  0.92024492 -0.75737649 -0.98632607 -0.50367426
 -0.58534316 -0.36548436  0.45935666  1.32340171 -0.37356232  0.19710217
  1.27957818 -0.03110137  0.11136465  0.09603136  0.49240959 -0.39609167
 -0.20850766 -0.30170061  1.04754069 -0.27509523 -0.61528348 -0.11464277
  0.13959057 -0.16281655  0.68662642  1.05270366 -0.46753343 -0.22842093
 -0.85085353  0.27141444  2.72550794 -1.31631189  0.16629724 -1.3034415
 -0.58144005 -0.51899027  0.21321115 -1.40717038 -1.18372962 -0.11880033
 -0.98635077 -0.27425532 -0.68791099  1.00915186  1.1049263   1.4790568
 -0.70080608 -1.35887556  0.46246927 -0.24020191  0.68351381  0.07365023
  1.07916083  0.39841378 -0.09566081  0.10476642 -0.56516061  1.13289036
 -1.37994742 -2.0379922   0.3153615   0.09842263  1.08375563 -1.71027908
  0.30651774 -0.49053214  0.87501329 -0.33786615  1.62828904  1.52698108
  0.34577118  0.41745997  0.25770415  0.31592967 -1.61519633 -1.13289036
  0.83701972 -1.20448034  1.69370321  1.67922711 -1.51487649 -0.93649965
  0.81883814  2.34119971  1.03341044 -0.4016252 ]"
olive,"[ 0.06249856  0.16406376  0.55496846 -0.17588444 -0.27914627  0.38957122
 -0.58488522 -0.24901815  0.48864048 -0.30837132 -0.42388807 -1.05227461
  0.50378139  0.19416114 -0.04747677 -0.03713176  0.34683847  0.23314709
 -0.4462728  -0.18595277 -1.0590765   0.61720378 -0.08913927 -0.07781049
 -0.494962   -1.35791749  0.44817503 -0.26569622  0.15495423 -0.04345136
  0.3243961  -0.3278739   0.28052971  0.02728632 -0.72065391 -0.1676165
 -0.16281867  0.21448994  0.12450523  0.25726111 -0.61597406  0.08259678
  0.15891239  0.60223579  0.23130251 -0.84024411 -0.4909462  -0.47803415
 -0.1679124   0.04185465  0.53123872 -0.71636911 -0.08778274  1.43733045
 -0.84149304 -0.52070925  0.42471429 -0.49878566 -0.19034901  0.03470883
 -0.07596975 -0.22571113  0.36691748  0.23941097 -0.21967782 -0.74200107
  0.39078172  0.04857391 -0.79749215  0.50047652 -0.41998755  0.18730546
  0.42709687 -0.61814528  0.16465749 -0.55254745  0.28537172 -1.13904668
 -0.60375373 -0.47674678  0.76365566  0.32070694  0.42096749  0.88143971
  0.63263291 -0.07937838 -0.33477185  0.13623944  0.36213311  0.4746332
  1.01303888 -0.29995543  1.49576133 -1.25692679 -1.03930492 -0.20957106
 -0.92353838  0.18916925 -0.60690488  0.0537714 ]"
one_dimensional,"[ 1.27142075  0.97051802 -0.32606577  0.87388411  0.26979272  0.78244712
 -0.60416283 -1.0876181   0.22191331 -0.41032353 -0.59607279  1.27559971
  0.00893832 -0.65973938 -0.61473523 -0.25323763  0.17971299 -0.51545822
  0.02296997 -1.02098696  0.23798622 -0.68027698 -0.08355592  0.08773309
 -0.5621411   0.06833487 -0.65138146  0.69195663 -0.59028655 -0.21696643
  0.00282276  1.60964836 -1.07609918  0.45697069 -0.73072806 -0.22159185
 -0.31535049 -0.25180892 -0.23412872  0.14950842 -0.42623571  0.01516533
 -1.11033448  0.60866324  0.75894495 -0.33569165  0.66952599 -0.12991733
 -0.15216581  0.51529749  0.47134701 -0.75483743 -0.98041179  0.97457197
  1.02652318 -0.27793633 -0.94969467  0.38757144  0.17501077  0.70302908
 -0.7184055  -0.38112441 -1.09172562 -0.2474871  -0.06764195 -0.07976271
  0.85734688  0.1427953   0.18010589 -1.1845556  -0.3355845   0.68813485
  0.79553761  0.64229134 -0.19476795  1.01775452  0.27250726  0.33870979
  0.01884459 -0.62789716  1.55941158 -0.51595827  0.65323878  0.56181964
 -0.57758895  0.20135784  0.50593949  0.40946631  0.38005289 -1.40561169
  0.78450088  0.7753036   0.71453014  1.38169877 -0.07487119 -1.47756475
 -0.06904565  1.27493893 -0.56490921 -0.00836524]"
opulent,"[ 0.50186339 -0.33371522 -0.02759388 -0.25650546 -0.30818437 -0.20914716
 -0.31072811  0.72350476  0.99334612  0.38651636 -0.19096695 -0.06334641
 -0.00998695  0.27621939  0.67912038 -0.11380957  0.67087195  0.81809045
  0.00176129  0.20830548  0.07332682  0.24490904 -0.05160036  0.04935589
 -0.71886619  0.74297554 -0.07606881 -0.16246032 -0.70233193  0.07647656
  0.52533681 -1.0745024  -0.04575351 -1.13753458 -0.30550972  0.29075233
  0.1464161   0.22648568 -0.453121    0.53016241  0.61601338  0.10729126
 -1.08594919  0.48175669  0.5883877  -0.09149206  1.30332607  0.59667353
  1.26425359  0.19755073 -0.76089389  0.0384515   0.1257913   0.20686528
  0.19640979  0.10596889 -0.74247053  0.92131735 -0.29482978  0.58129891
  0.37980166 -0.03614905  0.62878815  0.85454438  0.38593654  0.32729977
 -0.167458    0.53530599  0.3690282  -0.83845901  0.17991855 -0.83393267
 -0.86486894  0.04940452 -0.76409226  0.48839658  0.1631187  -0.32602791
 -0.2366232   0.1978874  -0.67769888  0.09263674  0.07597529 -0.24801389
 -0.23877415 -0.45768475  0.62916223  1.09732117 -0.59192274 -0.20669694
  0.38041889  0.53309893  0.17007655 -0.34920206 -0.17503122 -0.46647559
 -0.32236194  0.24851889  0.26183608  0.13959665]"
