word,word_vec_idf
walnut,"[-0.06226147  0.82716728  0.68959924  0.20851546 -1.46169078  1.51444137
 -1.08717978  0.7042578  -0.48280236 -0.51399982  0.19879633  0.90211801
 -0.76228547 -1.40821231 -0.44537755 -0.8669779   1.02197447 -0.91321807
 -0.27768364  1.41357027  0.05036276 -0.47720178  0.43472229  0.21458107
 -0.24539438  0.34638679  0.68054126 -0.18530844 -0.20750453  0.47507882
  1.21004882 -0.91606891 -0.51774028  0.39412314  0.1272282  -1.19021428
  0.48241821  0.97967694 -0.21551114 -0.95832599  0.94736746 -0.53033653
 -0.72089779  0.77474019  0.36969895  0.41876974  0.0907759  -0.05930752
 -0.05573285 -0.87067793  0.51913537 -0.98008132 -0.31161062 -0.45748855
 -0.53808029 -0.21868547 -1.15994688  2.67351885  1.26243548 -0.19085039
  1.24039709 -1.26627703  0.31266199  0.53433983 -0.01998154 -0.47768703
  0.13619924  1.0688212  -0.24260419 -0.79390752  1.06495942  0.23995554
  1.28273505 -1.10210118 -0.03738842 -0.7698877  -0.76327619 -0.32325659
 -0.22691448 -0.7226366   0.2148237   0.40077509 -0.34596219  0.20752475
 -0.55546838  0.64691756  1.40121664  0.6996075   0.29727556  0.1840933
 -0.43981741  0.1736099   0.81942352 -0.70304467 -1.76230243 -0.21991881
  0.02644    -0.88268783 -0.46784052  0.36947654]"
warm,"[ 0.42166202  0.98114228  0.09203401  0.07549101  0.74567937  0.23887425
 -0.56756715  1.00817215  0.08314044  0.75356559 -0.17663531  0.02771616
  0.41273233  0.73767275 -0.64771364  0.08782602  0.20134948  0.10326937
 -0.08272707 -0.36170266 -0.69882358 -0.06786565  0.23548298  0.24924875
 -0.04859959  0.43751473 -0.026466    0.16353776 -0.47351443 -0.29662628
  0.92312939  0.1866486  -0.70819474 -0.50899239  0.29756941 -0.41255173
 -0.12155216  0.11312012 -0.31629166  0.14669175  0.55843679 -0.28209797
 -0.34665261  0.10839441  0.96061403  0.00118293  0.21959013  0.72663605
  0.29265307  0.36013745  0.80417386 -0.57232296 -0.05567311 -0.14486166
 -0.95768428 -1.02847968  0.12429729 -0.87599266  0.08576918  1.02709507
  0.44022374 -0.15967492  0.00474116  0.6456267  -0.57005542 -0.17933228
 -0.36999021 -0.23849299  0.56457721 -0.54832317  0.10707402 -0.66493088
  0.10071488 -0.57553364 -0.51818295 -0.16963403  0.77642159 -0.32321468
 -0.01910954 -0.38345498  0.60113878 -0.33908746 -0.24471367 -0.22851982
  0.38670579  0.22139614  0.75416759  0.50774825 -0.13165776 -0.52753404
  0.21009857  0.41028419  0.31775653 -0.53106578  0.74772618 -0.7944415
 -0.34047206 -0.12153811 -0.13854466  0.49330021]"
watermelon,"[ 1.3524388   0.57399393 -0.54369287 -0.30443226 -0.98419559 -1.36559905
 -1.03748646  0.22516614  0.32287285 -0.51944389  0.11229671  1.27703139
 -1.10722765  0.07914223 -0.63353999  0.46255832 -0.39464494 -2.20576304
 -0.73999989 -0.20987345  0.68800879 -0.72986568 -0.15494363 -0.88748402
 -0.31745035 -0.12288584  0.40260608 -0.0668898   0.01260276  0.37742289
 -0.20993438  0.47250974  0.51398077  1.10946164 -0.22404915 -0.90348753
  0.97268037 -0.11702465 -0.59789765  1.12233756 -0.23597054 -1.12993314
  0.04353442  1.9398773   0.57691843 -0.83987966  0.27394842 -1.5102196
 -0.7571407  -0.26371267 -1.29147111 -0.50983772 -0.4942607  -0.18957255
 -0.26956167  0.25764027  0.81418875  1.15087174  0.44830138  0.96051526
  0.2736844  -1.42004754 -0.17280745  0.43357734  0.22729859  0.40581491
  0.39271559 -1.2034518  -0.26086941 -0.74511776 -0.04470625  0.50250617
 -0.3425523  -1.43505591 -0.67393463 -0.84418518 -1.19748095  0.84357591
  1.19784651  1.05537871  0.01791378 -0.17573804  0.5696478   0.33686577
 -0.06481016  0.83689424  1.13151724  0.3722644  -1.13604615 -0.10831005
  0.02500447  0.19339877  1.62874306  0.06257007 -0.01414503 -0.97924018
  0.10220313 -0.33617527 -1.02934254 -0.28980976]"
watery,"[ 0.82870174  1.50602504 -0.57562956 -0.25179643  0.39083671 -1.39748065
 -0.64317489  0.69160132 -0.40348944 -0.00497931 -0.503488    0.1988262
 -1.32687699 -1.19786802  1.09019744  0.343354    0.34165881 -0.32449723
 -0.89100423 -0.02592413  0.01921853 -0.05742489 -0.03574573 -1.05741217
 -1.56242059 -0.58597544  0.08923149  0.34978522 -0.02079313 -0.39017261
 -1.23537185  0.13800744  0.54249477 -0.53393146 -0.93829471 -1.52496919
  0.20302048 -1.01952387 -0.3017957  -0.27979322 -0.71120956  0.46975902
 -0.05537319  0.14640648  0.29961118 -0.87613203  0.6114382  -0.19865144
 -1.14339485  0.28875849 -1.92954216 -0.44974882 -0.34829975 -0.40553415
  0.43695628 -0.12224919  0.10582161  1.09603447  0.16887382 -0.44724973
  0.54225011  0.13292188 -0.34248019 -0.05064764 -0.39427951  0.08836817
 -0.34031315 -0.37225956 -0.73216347 -0.64901193  0.16100431  0.83840101
  1.03540969  0.40701963 -0.60881678 -0.42884734 -0.2835506  -0.89285671
  0.08523994 -0.9594059   0.0890043  -0.28412731  1.25756656  0.32879636
 -0.13874668 -0.06246502 -0.40548172  0.96237685 -0.61498586  0.89402761
 -0.27970584  0.18363943  0.23395327  0.83983405  0.38998038  0.03458356
  0.38332196  0.97836753 -1.21455775  0.40674001]"
wax,"[ 0.8022587   0.67356687  0.06309172  1.30639459  0.12169383  0.30684379
 -0.93726573  1.24331348 -1.06004923 -0.20364267 -0.60914135  1.54635401
 -0.07107858  0.40864743  0.27555089  0.19072926  0.00310081 -0.34094934
 -1.56087717  0.1648193   0.47753073  0.75522206 -0.61458975 -0.57722931
 -0.26338044  1.09590605 -0.62060421  1.28879344 -0.72672412 -1.23353113
  0.90570748 -0.35572015  0.45497649 -0.02984412  0.42727458  0.21234595
  0.96208423 -0.10132602 -0.34006486  0.23102617  1.02958774  1.20287506
 -0.10727681 -0.19819427  0.44874975 -0.16870394  1.08879483  0.08599268
 -0.4377822   1.06185357 -0.5420447  -1.21953866  0.47135706  0.16573916
 -1.26367421  0.4158471   0.04846419  1.45323596  0.20542932  0.81046668
  0.78166801  0.60551498 -0.41920812  0.48223616  0.06366841 -0.00300723
 -0.69974748  0.19378956  0.21050623  0.52778688 -0.93355091  0.90588438
  0.15086221  0.00523877  0.14052441  0.32483411 -0.89176808 -0.5670401
 -0.06685961 -0.03651841  1.23554775  0.16821571  0.6411949   0.65364838
  1.07237888  0.148743   -0.74646571  0.05524639 -0.84404154  0.51124711
  0.05018716 -0.25690605  0.83279095 -0.61069803 -0.40234993  0.12658147
 -0.70098575  0.47975962 -0.55246387  0.45812524]"
weed,"[ 0.68097978  0.59151073  0.59725472  0.26530366 -0.14854639 -0.03428389
 -1.326484   -0.20174257 -0.30635174 -0.69984063 -1.61130007  0.30564874
 -1.40276759  0.95135872 -0.61383513  1.64274626 -0.18564226 -1.12661036
 -1.10399448 -0.05369171 -0.1914034   0.76755111  0.51279238  0.82624266
  0.53367649 -0.2969899  -1.43769446 -1.19510956 -0.79424779 -1.6075279
 -0.08149604  0.00793768 -0.74992478  0.09838851  0.71654106 -0.17506304
  0.39290592 -0.37812587 -0.33500309 -0.03312309  0.46821218  0.50773424
 -0.60584498  0.29734997  0.34047274 -0.95849155  1.52381999 -1.36545738
 -0.32883045  0.48314654 -0.08635014  1.49501432  0.35878492  0.17739492
 -0.43992089 -1.06526114  0.46534875 -0.26525222 -1.12198088  0.79839718
 -0.50557382 -0.51479849  1.18417027 -1.00338039 -0.02374582 -0.79812284
  0.87982464 -0.52261717 -0.26362333 -1.13698383  0.88176216 -0.21995187
  0.3197258  -0.7236739   0.35895638 -0.98301066 -0.04603421 -0.85268215
  0.00642984 -1.51658428 -0.14442786  0.28320432  0.19512413  0.75283964
  0.65898116 -0.19925637 -0.25741639 -0.51380401 -0.51047764 -0.26297177
  0.11415276  0.07470956  0.92407906  0.16730779  0.14300815  0.33503739
 -1.14257351  1.09075759 -0.73956845 -0.05889045]"
weight,"[-0.04443487  0.48990662  0.16134972 -0.43988416 -0.22183702  0.45188876
 -0.3543638   0.59915838  0.1029042   0.89855898 -0.76960381 -0.15614707
 -0.43744355 -0.28630468  0.05600293  0.19168663  0.31608799 -0.17031051
 -0.15271435 -0.24533031 -0.20661797 -0.01139127 -0.04650442 -0.09380452
 -0.28743569 -0.10642621  0.20143913  0.23999273 -0.65564943  0.4072634
 -0.37632924 -0.15430769  0.62935837 -0.51556273  0.42045854 -0.05166342
 -0.17631678 -0.74124915 -0.23068669  0.34718089  1.00473518 -0.04238913
  0.02022923  0.11286504  1.08444174 -0.35987997  0.31007577  0.35021676
  0.59328505  0.24447709  0.60751199 -0.20368131 -0.5895547   0.01997327
  0.04485552 -0.18199168 -0.42994316 -0.26005331 -0.6184451  -0.90042416
  0.28592768 -0.02536641  0.13390186  0.23818708 -0.36658667 -0.03597212
 -0.41799809 -0.05465961 -0.18593038 -0.41371215 -0.08221661 -0.26886329
  0.3360692   0.16947515 -0.12894723  0.18958335 -0.64126376 -0.05447706
  0.28055041 -0.51413408  1.19123305 -0.09750709  0.03495421 -0.39309599
 -0.46740544 -0.17615605  0.86079907 -0.49413303 -0.59413827  0.14030299
  0.05934438  0.58503065  1.17658942  0.19754408 -0.46929046 -1.91341374
 -0.10100529 -0.08725259 -0.83359526 -0.8554218 ]"
wet_clay,"[ 0.29544852 -0.88028705  0.31207716  2.08409796  0.35997798  0.85646555
 -0.2145972  -1.1524039  -0.16472931  0.10024109  0.67293169  0.58254404
 -0.92071142  0.91823646 -0.19168834 -0.05868752 -0.09949345 -2.73921509
 -0.97799646 -0.67587071 -0.04309784  0.30715302 -0.93978925 -0.42512618
 -0.2736637  -0.19296707 -0.30978267 -1.31363732  0.69206108 -0.24770239
 -0.2285962  -1.01934894  0.29916096  0.56998877 -0.29691802  0.09169216
 -1.41851381  0.44242513 -0.2478777   0.65591633 -0.90258748  0.05567374
 -0.74934612 -0.253418    0.91264201 -1.0227778   0.20002071  0.2833573
 -1.07874802 -0.00459337  0.34162202 -0.9041859  -0.82119735  1.29739539
 -1.61785133 -0.74344231 -0.16176966  1.48577604 -0.46160608 -0.12262402
  1.43282218 -1.63061285 -0.08536812  0.11411892  1.17643165 -0.93922207
  0.70920534 -1.14309701 -0.90477886 -1.57740118 -0.86291076  0.94228999
 -0.62629414 -0.40215545  1.46151627 -0.41455603  1.16849115 -0.91759194
  0.14409431 -0.65784989  2.44129161  0.59112906  0.00442193  0.17782855
  0.61464119  0.09215364 -0.30728193  0.06888643 -0.00275958 -0.38395417
  0.56893175 -1.41482715  2.33543545  0.05725926 -2.33244487 -0.63529165
 -0.36528883  0.86538572 -0.99354231  1.39580088]"
wet_earth,"[-0.49395178 -0.5094828  -0.44534862  0.61005648 -0.84656095  0.00969916
  1.21389367 -0.90591901  0.2899525   0.21212558  0.3928627   0.47103322
 -0.75949102  0.70102635  0.59790998  0.41222493  0.14210026 -0.57239719
  0.04895021 -0.8888933  -0.39061207  0.5527257   0.21190224  0.27514305
 -0.99769635  0.01656339 -0.26907839 -0.44150022 -0.44936881 -0.71691815
  0.77070978 -1.49730046 -0.09608789  0.35018675 -1.57514456 -0.85465289
  0.18790131 -0.79546664 -0.02824962  0.12392862  0.67774699 -0.30788876
 -0.19111403  0.26978278  1.16987766 -1.63130707  0.17326367 -0.01062552
  0.20554552 -0.58751588 -0.54252059 -0.85198994  0.1464194   1.58706771
 -1.71889241 -0.84764332  0.5513341   0.29562201 -0.54774341  0.11200375
  0.78572539 -0.54391219 -0.18242079  0.38588748 -0.19034092  0.37953076
  0.24358277 -0.16904246  0.07675142  0.12325515 -0.08348096  0.19748794
  1.14338558 -0.18632072  1.41514411 -1.29952046  1.15499949  0.39748421
  1.21440908 -0.32374621  0.62101753 -1.14366047  1.11955646  0.01257463
  0.2633058  -1.18181799  1.010238    0.71789743 -0.12139452  1.15154624
  0.88040621  1.27366406  0.05070776 -0.65087695 -0.70942753 -0.12898995
  0.0347352   0.37710833  0.13735849 -0.61515904]"
wet_rocks,"[ 0.20903994  0.12674396  0.00512732  0.49561831  1.2247381   0.05957352
 -1.00201816  0.66112596  0.3718522  -0.97763048  0.94578433  0.08017475
  0.1614978   0.21651686 -0.50542139 -0.36348912 -0.14922088  0.04843937
 -0.48293524 -0.90699665  0.58755675 -0.37028297 -0.80828284 -0.12157104
 -0.00586966 -0.9477228   0.2360307  -0.37967989 -0.79129823 -0.56676906
 -0.39348911  0.53481215  0.13777842 -0.31091068 -0.20141532  0.26518146
  0.03334707 -0.68584595  0.07399936  0.60753213  0.45707063  1.2156181
 -0.90479973 -1.12009813  1.11330429 -0.26311377  0.49689216 -1.1946458
  0.31770452 -0.86078744  0.17096672 -0.72908286 -0.09586336  0.23505224
 -0.88744589 -0.44366756  0.48003678  0.39664604  1.27181501  1.50550109
  0.13612427 -1.33031961  1.30332884 -0.0105984   0.78544592  0.20911378
 -0.09381782 -0.49785216  0.30323068  0.00765987 -0.75991362  0.89265204
 -0.14442088  0.00993747  0.2938153  -0.75326747 -0.34181528  0.59693521
  0.01128775 -0.00954277  0.63852904 -0.93623972 -0.45771679  0.36415374
 -0.21062763  0.95403664  0.70493518 -0.52417831 -0.44977833  1.60929183
  0.66009211 -0.14727503  1.40909497 -1.01268893 -0.55532291 -0.19703994
 -0.96378433 -0.10281597 -0.79748284 -0.75712593]"
white,"[ 0.12228374  0.41946446  0.07929663  0.29167484  0.19454625 -0.53877459
 -0.38138388  0.80167702 -0.94322652 -0.00775294 -0.49406461  0.51185225
 -0.14283299 -0.67964959  0.16694747  0.22141078  0.36652552 -0.36097532
 -0.56951271  0.0057753   0.54935467 -0.10253233 -0.13375802 -0.05712664
 -0.08725192 -0.20148401  0.08753714  0.24505697 -0.89406481  0.3292929
  0.08211798 -0.68986351  0.15343812 -0.03995377 -0.68101787  0.34241682
  0.62732735  0.08474469 -0.50377747  0.25475056  0.09317985  0.06410101
 -0.6205823   0.28525741  0.28070933 -0.68629827 -0.66789395  0.02183081
 -0.17688003  0.21649654 -0.0230507  -0.35681266 -0.21308548  0.05170556
 -0.40138775  0.29633855 -0.37968799  0.27469661  0.74789013  0.39477761
  0.43052632 -0.61641965  0.36136075  0.47481234  0.35345941  0.43684739
 -0.19535566 -0.11974567 -0.47525558 -0.54166533 -0.18155723  0.03554251
  0.11736178  0.30714989 -0.20427838  0.17135102  0.4243787   0.28918881
 -0.15595691 -0.12012725  0.33345555 -0.03640588 -0.03626134 -0.18033156
  0.30000015  0.05926578  0.944325    0.64642545 -0.65723678  0.33447694
 -0.22085191  0.29645418  0.00962787  0.27377157  0.07156296 -0.31325897
 -0.41414551  0.08026213  0.09683952  0.33197164]"
white_flower,"[ 6.53895686e-02  1.84534604e-01  1.44542953e+00  3.63424549e-01
 -1.57424982e-01 -2.93796909e-01 -1.61559314e+00 -3.33950272e-02
 -8.35424890e-01 -2.09767759e-01 -3.61395523e-01  1.61055871e+00
 -1.03376603e-01  4.98591265e-02 -4.28139810e-01  7.71380886e-01
 -4.28368647e-01  3.89710356e-01 -4.96791076e-01  1.08987700e+00
  1.55472235e+00 -7.46574895e-04 -2.66107565e-01  3.95004132e-01
  5.85869908e-01 -1.29856159e+00  7.63356316e-01  3.77093779e-01
 -3.26337609e-01 -1.19887995e-02  7.31990315e-01 -7.28420449e-01
  1.76815151e-01 -1.33236852e-01 -1.56936795e-01  9.11551517e-02
 -1.10465990e-01  2.64643005e-01 -1.18029834e+00 -2.72423481e-01
 -4.05835776e-01  1.31216980e+00  2.94666492e-01  3.75522428e-01
  2.38296174e-01  2.39303059e-02 -2.57762622e-01  3.10120655e-01
 -4.54334082e-01 -1.99317510e-01 -3.03148737e-01 -1.14089251e-01
 -7.43310146e-02  7.41830330e-01  1.99470069e-01 -4.19138866e-01
 -5.49499993e-01  4.84891523e-01 -4.87607062e-01  1.53199115e+00
 -4.28231345e-02 -7.62135849e-01  9.96511273e-01  3.58100262e-01
  5.48966039e-01 -1.36831128e-01 -1.31012551e+00 -3.06840650e-01
 -2.59974718e-02 -2.80539587e-01 -1.74511519e-01  3.51860625e-01
  1.14164005e+00  3.87452492e-01 -3.63897480e-01 -4.91909208e-01
 -2.65253238e-02 -1.02206480e-01 -4.95601121e-01  7.82929555e-02
  2.77885071e-01 -7.80763226e-01  1.19555418e-01  5.05410624e-01
  7.80351319e-01  4.84082964e-02  5.65411831e-01  3.84264022e-01
 -6.80288284e-01  5.18713714e-01 -2.46458047e-01 -2.44017113e-01
  1.02217159e+00  2.90944068e-01  5.92231592e-01  1.65464808e-01
 -7.46162988e-02 -2.05236775e-01 -2.97748171e-05  5.20071483e-01]"
white_fruit,"[ 1.00424190e+00  9.72631201e-01  5.41295643e-01 -1.45460033e-01
  5.13579831e-01 -1.15700815e-01 -1.49179935e+00 -3.40172551e-01
 -1.41198233e+00  4.56022011e-01 -1.69851077e+00  1.19829022e+00
 -3.36371740e-01 -6.02353220e-02 -6.97317038e-01  3.62958598e-01
  5.26393455e-01 -3.85612935e-01 -1.25742858e+00  1.02051765e+00
 -2.66997538e-02 -3.41038082e-01 -1.17245600e+00 -1.05912787e+00
  2.64062259e-01  7.63078588e-01  1.53927185e-01  2.18377268e-01
 -1.11361870e-01 -2.22874266e-01  6.50427829e-01  7.79486047e-01
 -6.02673090e-01 -3.97730371e-01  6.43447133e-01  3.14564119e-01
  6.31122722e-01  5.61127596e-02 -5.84816806e-01 -1.68725886e-01
  1.35886506e+00  7.12275674e-01  5.46978043e-01  1.11702437e-01
  2.98946926e-01 -1.00185228e+00  5.70516727e-04  1.49787689e+00
 -4.29623311e-03 -4.77660289e-02  7.47160341e-01 -1.13267920e+00
  1.35017212e+00  2.32413925e-01 -1.27827659e+00  4.54874241e-01
 -3.73495499e-01  6.84973811e-01 -2.29121143e-01  5.79228486e-01
  1.17793142e+00 -2.95804672e-01  1.54367477e+00  5.72247789e-01
 -3.16558603e-01  1.91131853e-01 -1.40996903e+00 -1.43826813e+00
  4.74536851e-02 -7.82139089e-01 -1.63621134e-01  9.49036070e-01
  4.72786973e-01 -4.45485110e-02 -2.26994947e-01  9.24518960e-01
 -8.08481340e-01 -4.25088681e-01 -6.98257832e-01  6.64633829e-01
  6.71482815e-01 -9.41697871e-01  9.92952367e-01 -3.98840509e-01
  5.15480236e-01  4.70077484e-01  8.36253600e-01  2.00276377e-01
  1.92110279e-01  1.38925273e+00  2.86810675e-01  8.03551576e-02
  1.83737206e+00 -3.35129891e-01 -5.53714133e-01  4.56398329e-01
 -1.26792784e+00 -6.33380629e-01 -7.52861557e-01 -1.08535722e+00]"
white_pepper,"[ 0.09530482  0.34598455  0.02423432 -0.32535644 -0.0682193   0.06851054
  0.4232101   0.16052451 -0.1689761  -0.39312126 -0.1624853   0.80727873
 -0.18817582  0.20737554 -0.50785583  0.3583206  -0.55486268 -0.53308444
 -0.35856176 -0.43333864  0.30300314 -0.65184446 -0.21435052  0.82198924
 -0.45847451 -0.77590991  1.36625961  0.47084767 -0.02324187  0.4111523
  0.84812683 -0.48863755 -0.35735598 -0.35600179  0.15577931  0.02545123
  1.22247503 -0.30120375 -0.78525934 -0.30558166 -0.16730285 -0.7511636
 -0.21655802  0.35922957  0.1793996  -0.18351409  0.22175215 -0.60400284
  0.86866219  0.22995145 -0.2666628   0.20190316 -0.15022901 -0.15464773
  0.18386655 -0.38217649  0.40373212  0.69469601  0.41660613  0.49201374
 -0.74808423 -0.40694135  1.67057984  0.73624904  0.03615484 -0.846717
  0.38440254 -0.16476329 -0.00393047 -0.57602875  0.08762493  0.2339027
  0.76884219  0.02458677 -0.21546354 -0.18453251  0.6227017   0.32459587
  0.74064549  0.00305897  0.51759481 -0.260671   -0.10770024  0.74739786
  1.13135519  0.63993507 -0.37996898  0.4659318   0.30782626 -0.64789321
  0.73137027  0.14258808  1.51905971 -0.53649773 -1.09820553 -0.34572484
  0.32587585  0.76029043 -0.60385443 -0.74808423]"
wild_berry,"[-0.27410131  0.46077902 -0.72970861 -0.39048986  0.03275535  0.39199346
  0.42475872  0.34990918  0.28376731  0.2662198   0.65839501  0.02957631
  0.29644051  0.52141871 -1.23670267  0.72795716  0.31036946 -0.09475654
 -0.47001542 -0.05283419 -0.10430853  0.24896971 -0.98781558  0.25552937
 -0.55940526  0.10851861  0.26202294 -0.38568164 -1.07654449  0.577118
 -0.18097725 -0.6001016   0.61411317  1.0565681  -0.78246679 -0.35202413
  0.55633197  0.21017353 -0.61837612  0.15863971 -0.05711201  0.34442352
  0.99107062  0.4760133   0.43647358 -0.76326697  0.32837961 -0.09033166
 -0.22112833 -0.50287982  0.30076955 -0.3389709   0.21367642  0.59210443
 -0.68494759 -0.01028644  0.17640036  1.27521796  0.50824982  0.87778841
  0.10871193  0.13342384  0.52579732  0.60537246 -0.52984548  0.30511512
  0.68897922 -0.4051293  -0.26631894  0.68914445 -0.72090181 -0.38320318
  0.57420994  0.14187539  0.26608762 -0.35556007  0.86433863  0.03973965
  0.59884584 -0.34559666  0.24997762  0.0314368   0.81296839 -0.00584487
  1.14394212 -0.0371984   0.37761838  0.92924127  0.07263049  0.01541785
  0.05876102  0.12832482  0.40820259 -0.7587727  -1.32022682  0.79396685
 -0.31835011  0.20009445  0.38637561  0.06438382]"
wild_flower,"[ 0.62590019  1.06150281  0.59965225  1.17864574  0.42401744  0.2482942
 -1.16522109 -0.72648782 -1.1391854   0.18863497 -0.34713079 -0.04656356
  0.43024337  0.26631755 -0.89870898 -0.18943089 -0.14907911 -1.73657367
 -0.35109274  0.78986139  0.07573875 -0.91797044 -0.49573941 -0.27560338
  0.50764296  0.46591864  0.05307956  0.96869759  0.02624794  0.26663592
  0.54052363 -1.33721231  1.27587279  0.07473588 -0.95983626  0.43464751
  0.14254012  0.82134476 -0.62232736 -1.21067743 -0.17722666  0.34863421
  0.19650581  0.54901353 -0.79350497 -1.53025142 -0.90389136  0.58102753
 -0.34714847  0.17464786 -1.39535044 -0.65418217  1.04875027  0.05487659
  0.0793788  -1.27937487  0.56411848  1.5382107   0.17215395  2.13927793
  0.27316253  0.08241394  0.21417542  0.63279824  0.86577524  0.30280643
 -0.17085216 -1.04399239 -0.92285213 -0.14416027 -0.57894043  0.24755133
  1.39168917  1.17199532  1.13831872  0.30275337  0.91420305  0.29969347
  0.78142455  0.18953702  0.88234823 -0.12650482  0.6133599   0.02869586
  1.37709716  0.13038895  0.53479295  0.25694329 -1.02085742  0.76366651
 -0.53958621  1.5263779   1.57956359 -0.84322394 -0.70966721  0.01319667
 -0.31891956  1.10135228 -0.27871634 -0.31959167]"
wildflower,"[-0.01867505  0.53235228  1.00618298 -1.01749922  0.34282978 -0.96962534
 -0.40958579 -0.39991644 -0.73247355 -0.56017     0.29184149  0.39184506
  0.21122554 -0.09429816 -0.35846706  0.4076617  -0.50179518  0.37555555
  0.0987627   1.06613947  0.57655734 -0.0088115  -0.07140806  0.05368201
 -0.50107772 -1.45708771  1.59006164  0.49310418 -0.8666052   0.79459871
  0.19102263 -0.18859307 -1.06000848 -0.33818262 -0.31918635 -0.05682577
  0.93608428  0.67295733 -1.3802547   0.00195931  1.64868104  1.40967039
 -0.21155166  0.06428242 -0.41491779 -0.61494123  0.10905982 -0.05806012
 -1.2964265  -0.05359069 -0.70403621 -0.87691047 -0.42367401  0.43306616
 -0.13022966 -1.01299881  0.67936551  0.95840694  0.03522872  1.1747525
  0.56537155 -1.29202393 -0.07210921 -0.06477322  1.3934298  -0.23866823
 -0.86181129  1.4164047   0.55107135  0.55266932 -0.15782725 -0.60359239
  1.09188635  0.43135405 -0.89083564  0.12940948  0.45354627  0.60049428
 -0.06929483  0.37361516  0.55992541 -0.69930753  0.43800683 -0.22956958
  0.87276879  0.11692738  1.141668    1.29769836  0.97538129  0.50934477
  0.05154921 -0.67636524  0.32456726 -0.50106142  1.18383484 -0.36264135
 -0.77863532  0.1973819  -0.626339    0.48320655]"
