,word,vector
207,mellow,"[-0.12077529  0.06437983 -0.11714555  0.08569738  0.03236467  0.06232678
 -0.09726229 -0.08386698 -0.08639381  0.07634085 -0.13066255  0.0938112
 -0.11332942  0.08393688  0.16523043 -0.0481263   0.00863886  0.00365821
 -0.25292649 -0.07863986  0.09235102  0.16974817  0.11006473 -0.03760474
  0.05552297 -0.01142381  0.08494917  0.10364668 -0.18678875 -0.03267276
  0.06749694 -0.02708577 -0.09889334 -0.0723642  -0.16402915 -0.04976511
  0.12798815  0.03635168 -0.10049073  0.08270712 -0.01111366  0.056877
 -0.15351277  0.01829441 -0.00056271 -0.03992704  0.12238303 -0.01179248
 -0.04722534  0.0601391  -0.03504684 -0.01942502  0.16722134 -0.02758544
 -0.14809924 -0.22332684 -0.1017412   0.00734127 -0.05255343 -0.20926098
  0.04312959  0.23363092 -0.03071032 -0.0145953  -0.06812347  0.02902231
  0.05394629  0.04222863  0.08418283 -0.17709566  0.17937136 -0.0917452
  0.01084518 -0.17969498 -0.01493937 -0.02593109  0.05486797 -0.09514711
  0.0313006   0.00927808  0.16047191 -0.15606808  0.03487597 -0.11810865
  0.04991268  0.03443325  0.02092739  0.08115374 -0.07446903 -0.0988571
  0.13457189 -0.06446268  0.15237103 -0.0456849   0.10856313 -0.09144747
  0.06504778 -0.14357113  0.02189023  0.03213943]"
61,melon,"[ 0.09023126  0.01207208  0.11546199  0.00763882  0.00646564 -0.08011577
 -0.25590723  0.10393899 -0.07334891 -0.08131061 -0.16902846  0.25354076
  0.01299005 -0.00669803  0.01933312 -0.03499666  0.13826825  0.01777403
 -0.23924915  0.03382464  0.17300738  0.04050837 -0.00735345  0.01422858
 -0.09668105 -0.05807514  0.06297048  0.11730644 -0.01774155  0.06082828
  0.02533513  0.06824476 -0.0821381   0.14198809 -0.01150289 -0.00672703
  0.26178473 -0.05493145 -0.08965511 -0.05292846  0.14881295  0.15646917
  0.08593527  0.03175127  0.03290705 -0.11180402 -0.03247127  0.13720101
 -0.02464027  0.0236554  -0.00797446 -0.17849047  0.01718512  0.15116782
 -0.07460948  0.10366832 -0.06437412  0.16893179 -0.060256    0.01215058
 -0.01347804 -0.19883359  0.1078831   0.09095435  0.11969224  0.00246619
 -0.05843088 -0.02965123 -0.03367964 -0.00782713 -0.04227935  0.04224068
  0.15394803  0.02761111 -0.07354998 -0.16026248  0.07590485  0.03441432
  0.01111544 -0.10678494  0.0417032   0.04866727 -0.03004138  0.04920862
  0.0325459   0.06640418 -0.01407623  0.08430736 -0.19247274  0.08655782
  0.0498389   0.12307954  0.16936874 -0.07701848  0.03744897 -0.13593271
 -0.13675247  0.03042536 -0.13780037  0.00066528]"
568,melon_rind,"[ 0.10835129  0.05098175 -0.08251962  0.1259743  -0.02192641  0.05477358
 -0.21579952  0.15284928 -0.01151402 -0.00720423 -0.09296252  0.15041572
  0.00669242  0.06347928  0.02611464 -0.03228836 -0.02570372  0.00799802
 -0.08947089  0.01736022  0.10065936  0.18195851  0.02389737  0.17081925
  0.03922487 -0.1903714  -0.16096197 -0.13303877  0.12269183  0.09904273
  0.15851119 -0.05906983  0.02957183  0.00350664  0.12505403 -0.07482769
  0.29948302 -0.1103444  -0.15983254 -0.02279993 -0.00180507 -0.09480307
 -0.00431323 -0.08415101  0.20280495 -0.13985717  0.0088622  -0.01945717
 -0.09574303 -0.03849406 -0.1227558  -0.09368594 -0.04832673 -0.08659688
 -0.14566179 -0.06589069  0.04841039  0.04526079  0.05333903  0.14462094
  0.00358267 -0.07924944  0.05858755  0.16124986  0.09459146 -0.0910826
 -0.01029847  0.08112444  0.01161392 -0.08726371 -0.083152    0.10220464
  0.04941679 -0.0611343   0.04016729 -0.08849156 -0.09379667  0.00768036
  0.02524112 -0.01036761  0.12662883 -0.0700024  -0.01262228 -0.10252452
  0.11844724  0.12610226  0.09025829 -0.05704227 -0.0750959   0.03968501
 -0.11775089 -0.04784445  0.16595458 -0.04501719  0.116806   -0.1782528
 -0.16545262  0.01093823 -0.02638285  0.02490401]"
587,melted_butter,"[ 6.47391242e-02  5.19847420e-02  2.56584804e-02 -1.55871051e-02
 -1.92606143e-01 -4.14998651e-02 -3.51904027e-02  2.36280455e-01
  7.06921198e-02 -5.84130267e-02 -6.70870522e-02  1.14511396e-01
  3.24527377e-03 -1.03577371e-01  2.20717115e-01 -1.37779172e-01
  6.88527511e-02 -5.90166438e-03 -9.72560260e-02  2.36969625e-02
  2.01712681e-01 -1.53912860e-01  7.15618988e-02 -4.19513898e-02
 -4.96795900e-02 -1.82717754e-01  3.62550503e-02  8.35225483e-02
 -7.02524774e-02 -1.00559285e-01 -1.47909959e-01 -1.09064583e-01
 -6.56041503e-02 -1.13327926e-01 -1.83848942e-02 -5.52309664e-02
 -5.11624919e-02  2.98861767e-02  9.57469832e-02  1.21678755e-01
  2.03556803e-01 -4.33225987e-02 -1.40516837e-01  1.76037566e-01
  1.14665865e-01 -1.89426459e-04 -3.05515814e-02  1.15407316e-01
 -2.03658990e-01  8.78524317e-03  5.76810815e-03 -3.91162905e-02
  3.71462173e-03  1.12802731e-01  1.20630742e-01  2.05429442e-01
  2.94013819e-02  7.71512983e-02  8.14075119e-02 -1.00751777e-01
  2.13064961e-02 -1.47118602e-01 -1.65402973e-03  1.02738485e-01
  2.99360821e-02  1.57772207e-02 -3.56490567e-02  8.49911915e-02
  7.31636230e-02 -1.68492352e-01 -3.22364812e-02 -3.61647453e-02
  2.31401613e-01 -3.13215497e-02 -4.39357216e-02  1.76213423e-01
  9.54427981e-02  2.79232329e-02  1.37351412e-01  2.41945901e-02
  5.76216704e-02 -1.00247971e-01  1.03691440e-01  3.49551347e-02
  5.31206829e-02  2.45676920e-02  1.09634930e-01  1.28318543e-01
 -3.86885303e-02 -4.75598008e-02  1.00989422e-02 -1.35146071e-02
  1.03106834e-01 -7.47273240e-02 -1.29228722e-02  9.46728299e-02
 -1.31393663e-01  1.78770478e-02 -3.44133051e-02 -8.07730010e-02]"
202,menthol,"[ 8.35363047e-03  8.21506117e-02  2.36136428e-02 -5.66174254e-02
 -1.43060373e-01  1.27285004e-01  5.03790469e-02  4.28157031e-02
  1.19111624e-01 -4.22581135e-02  3.42945197e-02  1.20541483e-01
 -1.08453934e-02 -5.35562034e-02 -6.23451402e-02  1.98201014e-02
  2.31159527e-02 -1.20483515e-01 -1.96384707e-01  3.99145810e-02
 -8.42953994e-02 -3.17936476e-02 -8.20678014e-02  1.49353958e-01
 -1.76386012e-01  4.36879719e-02 -1.02883559e-01 -1.02168630e-01
  5.50109049e-02  9.32665189e-02  9.72690184e-02 -1.05536250e-01
  1.52782306e-01 -1.59633481e-02 -9.48647584e-02 -3.60970246e-02
  3.10373132e-02  1.30343466e-02  1.46276174e-01 -1.10295084e-01
 -2.41789613e-01  7.04881564e-02  4.17612515e-02  9.89776716e-02
  2.99497375e-02  2.28642093e-02  7.23182647e-02  1.97530250e-02
  2.20311373e-02  1.62979018e-02  3.27156026e-03 -3.30468440e-02
 -9.74180770e-02  1.58507260e-01 -8.83503454e-02 -1.01975406e-01
  7.21029579e-02  3.83329036e-02 -1.95081825e-01  1.48688715e-01
  4.86869557e-02 -3.54179799e-03  1.32018995e-01  5.03376417e-02
  7.14984424e-03  7.21471234e-03  5.43870671e-02 -3.99808293e-02
 -1.31403438e-01 -1.50883189e-01 -4.38508322e-02  1.44802150e-01
 -2.13714150e-02 -1.63406872e-01  1.00413051e-02  8.29455910e-02
  1.06549297e-01  6.07137766e-02 -6.22650902e-02 -1.68811626e-01
  1.59371248e-01 -1.33763533e-04  9.62752944e-02 -4.02982689e-02
  2.63634980e-01  1.12285292e-01  1.16552785e-01  1.54217685e-01
  1.23914624e-02 -1.44780067e-01  4.54159476e-02 -7.44437300e-02
  5.81300942e-03 -9.88451751e-02 -1.26478984e-01 -1.24814496e-02
 -1.66192059e-01  1.46717829e-01 -4.87587247e-02  1.58532104e-01]"
395,metal,"[ 1.35282474e-01 -2.76654217e-03  2.50211444e-02  5.81884849e-02
 -2.53064291e-02  4.22940529e-02 -2.65770247e-02 -1.26546530e-04
  4.32050460e-02 -1.31830290e-02  9.46162218e-02 -3.52602273e-02
 -1.72053032e-01 -1.63827723e-01 -1.33601931e-01 -1.52960534e-03
 -2.89887591e-02  3.42245720e-04 -1.88673861e-03 -2.41149460e-01
 -1.90742774e-01 -2.99429045e-02 -1.06876271e-01 -7.21338713e-02
 -2.64763360e-02 -1.39199744e-01  1.30538118e-01 -9.45347119e-02
 -6.79265216e-02 -8.35524504e-02  8.83495483e-02  2.48940849e-01
  8.50987413e-02 -1.14411143e-01  3.51859094e-02 -1.87518338e-01
 -7.07985472e-02  9.41751093e-02  6.25085101e-02 -3.55335252e-02
  8.23130204e-02  8.85125681e-02  2.19108222e-02  1.15945447e-01
  3.55910616e-02 -1.41594697e-01 -2.76726138e-02  3.23330626e-02
 -2.25652988e-03 -3.65428097e-02 -1.59745036e-01 -2.43355022e-01
  1.18632876e-01  1.09347939e-01  1.59826546e-01 -1.42258763e-01
 -6.62076215e-02 -4.16851259e-03  5.72031740e-02  1.34323534e-01
  4.45619462e-02 -3.91223585e-02  6.83196870e-02  9.70207641e-02
  1.57709685e-01 -1.29094913e-01  4.05943316e-02 -1.66503166e-01
  1.87829994e-01  3.71805048e-02 -6.67662041e-02  1.57019248e-02
  1.23324491e-01 -1.82987346e-02 -3.92590075e-02 -8.83303695e-03
  5.71935846e-04 -5.95549746e-02  7.44712877e-02 -1.78374844e-01
 -1.24830027e-02 -6.59774759e-02  1.92162006e-01  1.21787789e-01
  1.00367465e-02  6.05690537e-03  5.19050300e-02 -8.45689269e-02
 -7.33205596e-02  1.27749999e-01  2.53783496e-02 -6.72121112e-02
  1.38456566e-01  9.23723020e-03 -9.50932945e-02 -1.16266692e-01
 -1.13471381e-01 -1.86940577e-02  2.12690516e-02  9.07756667e-03]"
474,mild_bitterness,"[-0.01297096  0.1444108   0.05433648  0.17993067 -0.05479138 -0.02217243
 -0.03487069  0.10877721 -0.06647417  0.06879841 -0.14125495  0.19838005
 -0.17177095  0.07310572 -0.02283227 -0.03569282 -0.01201354 -0.03424047
 -0.08257326  0.01313017  0.00442672  0.07976332  0.03824925  0.04112078
 -0.17190837  0.06962054 -0.15458438  0.06421154 -0.0502045   0.13947328
  0.04398995  0.20279397 -0.04804611 -0.05617502  0.02225346 -0.04404444
  0.04978515 -0.00271659  0.00125255  0.03913061  0.16117565 -0.02388682
  0.02906365  0.09920543  0.22599845 -0.09459486 -0.02422563 -0.05180375
  0.0147543   0.02974362 -0.11135733 -0.10809013  0.13123775  0.21174502
  0.01195005  0.03018904  0.12169913  0.0468757   0.06683904  0.07078148
 -0.01206116  0.0564001   0.07231913 -0.03236165  0.09056712  0.05832157
  0.01661748 -0.16607053  0.11502257 -0.10467603  0.01831149  0.00034601
  0.16276305 -0.09855625 -0.17000112 -0.02365298  0.02722037 -0.16317293
  0.14684876 -0.02730566  0.23756515  0.08049779 -0.05630296 -0.06431815
  0.0663178  -0.00175998 -0.16774559  0.04566975 -0.13953488  0.22993141
  0.00285827 -0.00217881  0.14782727 -0.09256441 -0.10089944  0.05778375
 -0.06905903  0.00216024  0.01238978 -0.18568559]"
165,milk_chocolate,"[ 0.0192812   0.0190049  -0.03000389 -0.02566573 -0.04240266  0.14086906
 -0.17019971  0.06498973  0.15750641  0.06847373 -0.02595017 -0.00954509
 -0.08590493  0.09142547 -0.06625766 -0.06634742 -0.08802282  0.11590602
 -0.0275059   0.11394242  0.25981025  0.05795441 -0.08428917 -0.00764263
 -0.30146954  0.03979948 -0.07235325 -0.05352508 -0.09121228 -0.06909647
  0.06999973  0.04637195  0.0999363   0.0331148  -0.15061415 -0.12387826
 -0.00465683 -0.003422    0.02207205 -0.08537757 -0.04357521 -0.11706455
  0.11880935  0.07240094  0.00581283 -0.15262264  0.1759138  -0.14107383
  0.09264291  0.01243159 -0.0316982   0.04832153 -0.04113192  0.14039499
 -0.00999139  0.04269159 -0.05663319  0.04172101 -0.03972935  0.10695478
 -0.0125393  -0.21988174 -0.04015573  0.04178272 -0.11270254  0.07210359
 -0.03223679 -0.00864912  0.0074272   0.03591154  0.08809015 -0.05544661
 -0.06287745 -0.06976129 -0.00466833 -0.04041381  0.13685489 -0.19555547
  0.0184649  -0.13500068 -0.04022025 -0.08925428  0.19362833 -0.12336211
  0.09615776  0.13949173 -0.01449281  0.1407316   0.0734697  -0.11383021
 -0.07605886 -0.02044618  0.256733   -0.01850698 -0.14179756  0.10124069
 -0.03406014  0.08035354 -0.15803658  0.03396476]"
399,mineral,"[ 0.10147778 -0.15667018  0.00681801  0.08127647 -0.02757289 -0.00608551
  0.02473275 -0.06547689 -0.1290196   0.04378676 -0.09717186  0.16782983
 -0.05404277  0.00051736 -0.0378781   0.01471754  0.02985402  0.06438681
  0.03873773  0.16432399  0.07690841  0.12782078 -0.12385664  0.08105121
 -0.11679577 -0.09911639  0.00379299 -0.02440987 -0.1728219  -0.00189722
 -0.06371102 -0.10971159 -0.02907725 -0.03738614  0.04343721  0.09584876
  0.01048127  0.01498579  0.03700552  0.05998509  0.25391195  0.23468938
  0.15698865 -0.10864741  0.04087904 -0.17272092 -0.04394729 -0.00714244
  0.03061526 -0.13386409 -0.14863574 -0.03712722 -0.14267012  0.02847136
 -0.07304526 -0.31684619 -0.20546972 -0.01944628  0.12245327  0.10148296
 -0.06020518  0.146598    0.14233351 -0.05111174  0.13852991 -0.05751236
 -0.05752531  0.07366409 -0.06023625 -0.18664848 -0.04819366 -0.06972325
  0.09236881  0.02876395 -0.05848592  0.05054211  0.0052554  -0.1185461
  0.13189367  0.0776101   0.11623131 -0.16177617  0.02739165 -0.07745992
 -0.06117615  0.07299347  0.01219665 -0.04687573 -0.09601965  0.05663202
 -0.02778003  0.09792274  0.1489827  -0.0200866   0.02646211  0.02131598
 -0.10794313 -0.04716055  0.05590185  0.00273373]"
18,minerality,"[ 0.0926962   0.0430111   0.12289962 -0.08046203  0.15055468  0.02912376
 -0.01027087  0.01189791 -0.09605381  0.03544542  0.05537545  0.09453585
 -0.11798886 -0.07649623  0.00873884 -0.00963705  0.00225402  0.01522486
 -0.07046962  0.0210871   0.01785113  0.11544552 -0.12269354  0.0810853
 -0.18648815 -0.18119539  0.09670724  0.02134395 -0.08415641  0.04626316
  0.11881821 -0.04318602  0.0213922  -0.16334677 -0.08824787  0.15353028
  0.11865234 -0.0365869   0.09740088  0.14856424  0.0928671   0.28137082
 -0.04704727 -0.00774512  0.04567658 -0.1252972   0.03728707  0.11552595
  0.11603864 -0.08432731 -0.05303819 -0.14482965 -0.14092416  0.06507131
 -0.04121518 -0.10110531 -0.08591061  0.05452097  0.17992372  0.16454807
  0.02794105 -0.08678017  0.26820175  0.09293747  0.11792352 -0.02883876
 -0.07703405  0.00965715 -0.0814472  -0.05808969 -0.12936855 -0.08702646
  0.12038141  0.12841857 -0.12677495  0.02606723  0.10832819 -0.00255073
 -0.0329262  -0.08759444  0.07089686 -0.02493529 -0.00892783  0.006672
  0.08113054  0.00822012  0.14286434  0.10523698 -0.00408271  0.2070309
  0.06304568  0.12276391  0.19792313 -0.01455735 -0.11409846 -0.08098477
 -0.0446316   0.00508417  0.01368478  0.02832557]"
79,mint,"[ 0.04105045  0.06445953  0.04327598  0.04651978 -0.09121813  0.11323551
 -0.25505106 -0.06105464  0.22057654  0.02495227 -0.07947034 -0.06948449
 -0.0893372  -0.08813359 -0.19185463  0.08634877 -0.0455482  -0.1103981
 -0.064368   -0.16551249 -0.07501286  0.00994283  0.03220826  0.07849098
 -0.13932137 -0.04837783 -0.00170286 -0.10451734  0.03936265 -0.01791092
  0.04745338  0.01137023  0.10079668 -0.02744415 -0.252534    0.08335576
  0.0096115   0.06296303  0.0693472   0.11595851 -0.07093981  0.02851322
  0.03245539  0.11852591  0.10933636 -0.08347475 -0.02567535 -0.00439991
 -0.0591371  -0.06016681  0.09911711  0.01550736 -0.06143906  0.06492633
 -0.07850928  0.03163757  0.04556056  0.02581997 -0.04264992  0.08847225
 -0.05996087 -0.07373603  0.19009727  0.04377116  0.07369026 -0.09496626
  0.04959059 -0.01930125 -0.07967171 -0.08745628  0.06596519  0.11842065
  0.11100677 -0.0780013   0.02237663  0.05534321  0.11513932 -0.0104769
  0.0226169  -0.22064061  0.21154717 -0.03954387 -0.00172908  0.15142613
  0.07093981  0.09473743 -0.00733608  0.26816264  0.00972819 -0.07220749
  0.0007769  -0.15400268  0.07221207 -0.14906467 -0.13306534  0.05925151
 -0.14513806  0.17628092 -0.09036233  0.14290475]"
148,modest,"[ 2.91562795e-02  7.13436463e-02 -7.76293331e-02 -4.65279181e-02
  7.48968359e-02 -9.21533889e-02 -1.68795376e-01 -9.47915536e-04
 -4.89019519e-02  1.13915889e-01 -1.54026055e-01  1.99789880e-01
 -1.85152626e-01 -7.86229684e-02 -3.18938077e-04 -2.68118032e-02
  2.82148415e-01  1.34788520e-03 -9.62254071e-02 -1.07639636e-01
 -2.46515897e-02 -9.31250133e-02  1.25408729e-01  1.58821289e-01
 -2.33878490e-04 -2.39374929e-02 -6.13852820e-02  1.63066250e-02
 -8.64525634e-02  9.90428036e-02 -1.37888914e-01  9.97691636e-02
 -1.12733589e-01  6.94664301e-02 -6.72496171e-02  8.38049654e-02
  2.92069046e-02 -4.95276906e-02 -6.25078383e-02 -4.71851010e-02
 -2.49367882e-02  1.88743548e-02 -1.26701083e-01 -8.90592839e-02
  1.26877171e-01 -1.32996204e-01  1.09303032e-01 -7.43434188e-02
 -1.00526968e-01  2.01610497e-02 -1.10758896e-01 -1.08425740e-01
 -1.19723625e-02  1.35341938e-01 -1.08136454e-01  1.98786812e-02
  8.84964335e-02 -1.08290530e-01 -1.32584285e-01 -3.47017709e-02
 -2.16785447e-04 -7.29064208e-02  9.31816128e-02 -1.66635162e-02
 -1.07803146e-01 -3.77675761e-02  1.62594588e-02  2.50062797e-02
 -1.32317010e-01 -6.17468898e-02  1.45995218e-02  1.15796250e-01
  6.91079667e-02  9.59895760e-02  3.63368670e-02 -3.10092836e-02
  1.30137930e-03 -4.24936328e-02  1.79753664e-01 -8.55406828e-02
  2.38805790e-01  1.10365844e-01  2.16162853e-02 -4.85497773e-02
 -9.95490545e-02 -1.39143536e-01 -1.02451350e-02 -2.35218011e-02
  1.26078489e-01  4.87069981e-02 -3.88838437e-02 -9.70146555e-02
  1.08834514e-01  1.35980254e-01 -6.42718555e-02 -2.49993620e-01
 -1.54532306e-01  9.46406217e-02  3.72959138e-02 -1.41989232e-01]"
352,moist_earth,"[-0.11156077  0.0447515   0.10992642  0.13295217 -0.00532248  0.06442673
  0.11490661  0.06164203  0.18606243 -0.16124335 -0.03960297  0.07387271
 -0.03658914  0.10660163  0.02528436  0.03341866  0.09383319  0.07679301
 -0.07287433 -0.0094876  -0.01227416  0.04290205 -0.1002817   0.0783502
  0.03571001  0.05725807  0.02045709 -0.03036041  0.08185737 -0.03988822
 -0.09928333  0.05867497  0.07223369  0.06793156 -0.09548156 -0.03292532
 -0.00845345  0.06931806  0.07576892 -0.08890444  0.04018984 -0.10366028
  0.04804824  0.1667005   0.03620102 -0.18500794  0.09866841 -0.07687251
  0.06547888  0.00147037  0.06730027 -0.18458474 -0.0095215   0.0474263
 -0.11118199  0.0274518   0.02830754 -0.019563    0.00027983  0.14025176
 -0.04757594 -0.0751423   0.14005068  0.09694288 -0.09064634 -0.05405018
  0.09548156 -0.10973236 -0.1136791  -0.02275476 -0.17179526 -0.07928544
  0.07974605 -0.00433369  0.21621007 -0.1864108   0.14308088  0.04541786
  0.24426276 -0.08019497 -0.01215352 -0.15318387  0.13782246  0.0198085
  0.11022103 -0.02828884  0.25321773  0.26114394 -0.00837653 -0.06149941
  0.021372   -0.00939267  0.08681651 -0.20092348  0.15365149  0.03004243
 -0.04827504  0.10043368  0.04966154  0.02019289]"
248,molasses,"[ 0.02054384  0.05715678 -0.11737744  0.01301837  0.05620165  0.18396401
 -0.1163057   0.10355651  0.17485921  0.03335779 -0.01885735 -0.07020616
 -0.05573276  0.12319756 -0.21788495 -0.05979147 -0.08058861  0.15031596
 -0.0126507   0.05633561  0.0176643  -0.12468608  0.01532285 -0.0234549
 -0.11186494  0.01720211  0.01689671 -0.01048738 -0.03790522  0.07094546
  0.06539823 -0.0544303  -0.02675371 -0.03914814 -0.04993497  0.00175427
 -0.01868815  0.10468034  0.15177967 -0.04180267  0.12991824 -0.01802774
 -0.15714083  0.23119234 -0.0399966  -0.08812053 -0.01878887 -0.03689303
  0.03718825 -0.07196262  0.08460513 -0.03337267 -0.10271301  0.19892118
 -0.32541581 -0.11097431  0.15253634  0.29559575 -0.08390305 -0.11392655
  0.1463937  -0.09548623 -0.09570207  0.05461885 -0.12980164 -0.02993667
 -0.12579751  0.05262423  0.0550009   0.02268384 -0.0942582  -0.08315134
  0.08794687 -0.12096974  0.04505013  0.00251139  0.06824875 -0.12731084
  0.08989931  0.00139209  0.02034289  0.13204435 -0.05587169  0.01949543
  0.10946594  0.03049486 -0.05053286  0.12545763 -0.07261509  0.08997622
  0.03516882 -0.000662    0.05315266 -0.07515302 -0.14970814 -0.00773238
 -0.12254261  0.10681885 -0.02503199  0.0291676 ]"
394,moss,"[-6.50064246e-02  1.43343920e-01  1.59448086e-01  1.93822896e-01
  7.88141214e-02 -2.39340632e-03 -6.38485616e-02  1.56371685e-01
  5.03730583e-03 -1.05264430e-01 -1.41853864e-01 -5.36155562e-02
  1.59782686e-02  9.06671721e-02 -3.65701760e-02 -4.65070958e-03
  1.05955297e-01  1.06080471e-02  7.26613192e-02  1.72336232e-02
 -4.02267121e-02 -2.63371706e-02  1.27389002e-01 -5.16801677e-02
 -7.96855276e-02  1.31175527e-02  1.00425959e-01 -8.17653480e-02
  3.65773976e-02  3.07230882e-03  1.46990828e-01 -5.17668269e-02
 -2.94207932e-02  5.95059735e-02 -7.13566171e-02  8.87197476e-02
 -1.53702100e-01  5.32400330e-02  6.73919594e-02 -5.92700680e-02
 -5.90245336e-02  1.12640090e-01  1.54612022e-03  5.77198315e-02
  1.44819534e-01  8.48321203e-03  2.44860341e-02  6.03605294e-02
  1.72687683e-01 -1.45452627e-01 -3.83394677e-02 -1.12967469e-02
 -3.62452040e-03  2.05206542e-01 -3.38428189e-01 -1.21785041e-01
  9.55200864e-02 -4.62856335e-03  1.24363152e-01  4.13051375e-02
 -2.82436726e-02 -1.83327505e-02 -1.89764357e-04  8.46636163e-02
 -2.33873882e-01 -8.14018609e-02 -1.38423604e-01 -1.66765972e-01
  1.14248099e-01 -3.17437408e-02  4.84352627e-02 -3.02416483e-02
  1.25196043e-01  3.87799852e-02 -1.02671876e-01 -7.16141874e-02
  4.24389285e-02  4.43863530e-02 -4.22607958e-02 -4.48629785e-02
  8.93793203e-02 -2.41418046e-01  3.02031331e-02  9.53804688e-02
  7.36916007e-02  4.02820777e-02  2.57618499e-02 -1.73965906e-02
  1.50298320e-02  1.62507636e-01 -2.09383034e-03 -1.40419173e-01
  2.08932887e-01 -3.34624813e-02 -1.56597961e-01 -1.85010138e-02
 -5.06185927e-02 -3.66857216e-02 -1.35084819e-01  5.15285141e-02]"
422,mousse,"[-0.00422022  0.00611575  0.13787542 -0.06840389 -0.11798594  0.02514573
 -0.14757549 -0.13007884 -0.03501438  0.09466175  0.08446532  0.1537355
  0.08146141  0.01946758  0.02290533  0.0420594  -0.0179312  -0.08043826
  0.08018071  0.12138553  0.11117271 -0.07544423  0.11066231  0.12958482
 -0.00722249  0.02584813  0.11453016  0.04536066 -0.2222986  -0.06072437
 -0.08958344  0.01020533  0.15457135  0.00378193 -0.04289291  0.08012452
 -0.08999551  0.02518788 -0.05985575 -0.05072227 -0.03554118 -0.08099549
  0.03469128  0.06410992  0.02668398 -0.0562548   0.00898644  0.01565638
  0.0326239  -0.11570082 -0.08964431  0.04533256  0.0681042  -0.01818968
  0.02251292 -0.15233773 -0.13579399  0.06654254  0.07453346  0.07818357
 -0.09169062 -0.12356062  0.21110242  0.14458095  0.02683382 -0.08463858
 -0.20446948 -0.03797146  0.0215874  -0.0250193   0.14710255  0.13994046
  0.13719878  0.06903605 -0.21488833  0.08668255  0.09764225 -0.01396806
 -0.02162205 -0.09560296  0.06593614 -0.0554728  -0.00242162 -0.00178509
 -0.07095593 -0.03184658  0.19488647 -0.06060263 -0.12179058 -0.09342319
  0.14064754  0.07318486  0.2036664  -0.32932952  0.01314696 -0.07520541
 -0.06543744 -0.11080513 -0.10338549 -0.04851675]"
331,mulberry,"[-0.04518498  0.08913399  0.10349063 -0.17090204 -0.06545117 -0.08830477
  0.06229172 -0.09705888  0.14040697 -0.09972762 -0.01806874  0.01847129
  0.04780124  0.09709299 -0.04252673  0.08794263 -0.13606665  0.03034025
  0.00753888 -0.0343578   0.11370377 -0.07363323  0.03129281  0.12660664
 -0.04877742 -0.20047866  0.0475572  -0.11890218 -0.06750587 -0.02227864
  0.02248201  0.02196663  0.0259296   0.01791523 -0.04789571  0.01750272
 -0.01977417  0.09019152 -0.06901213  0.10521732  0.00058644  0.00316471
 -0.06060702  0.04924976  0.30615783 -0.18547911  0.04356589  0.0730428
 -0.08252642 -0.05514882  0.04181821 -0.20604708 -0.01441883  0.03043209
 -0.10045451 -0.04224857  0.15424403  0.19666579 -0.16881323  0.17065799
 -0.04328773 -0.02212408  0.04550775  0.08596666  0.02293494  0.02346397
 -0.02619648  0.12570131  0.16161522  0.18948616  0.02109017  0.06698629
 -0.20805979  0.11675301 -0.05424612 -0.05963347  0.0412619  -0.14645297
  0.04654953 -0.07876866  0.13003638 -0.06255938  0.04992942  0.12633111
  0.17584066  0.08898179  0.00383097  0.16216104 -0.0064231  -0.07089888
  0.04987693 -0.07123739  0.23736613  0.01561649 -0.09709824 -0.0043907
  0.03459397  0.04955416  0.09697228 -0.08984251]"
473,mulch,"[ 0.0509868   0.20348585  0.02097229 -0.06434544  0.16507835  0.08386272
 -0.1491913  -0.02847082  0.06681561 -0.06476647 -0.10952968 -0.03624414
 -0.02858279  0.03939064  0.21120542  0.15598148  0.03791705 -0.14980717
 -0.12296671 -0.1391001  -0.07406937 -0.16300233  0.14242128 -0.0219776
 -0.18452844  0.07679037 -0.00538287 -0.06766662 -0.14150084  0.05164969
 -0.02305346 -0.10244613 -0.08586036 -0.02983468 -0.04015655 -0.06672827
 -0.09628301 -0.13316989  0.13811919 -0.11341746 -0.03546031  0.08464655
 -0.00165808  0.051531   -0.02877539 -0.19062885  0.03663157  0.03679058
 -0.06224478 -0.20715415 -0.05867501 -0.11859295  0.07574004  0.09598964
 -0.08337899 -0.15939224  0.17232762  0.12871327  0.07127447  0.00524537
  0.03275499  0.0466444   0.02144908  0.11851681 -0.0627218  -0.07102812
 -0.02153351  0.00373101  0.0341502  -0.09736245 -0.00732497 -0.00309589
  0.08543485 -0.01222075  0.12575041 -0.16841745  0.0834932  -0.22098981
 -0.03936377  0.02084083  0.03712426 -0.16085016  0.03424426 -0.00493788
  0.15388978 -0.03776252 -0.06572945 -0.08334987 -0.00670597  0.02744513
 -0.02105582 -0.02062472  0.07645668 -0.06973817 -0.26307458  0.04316645
 -0.08377986 -0.0128402  -0.07505475  0.12539657]"
